gender,age,survey_score,days_member,days_last_visit
F,52,1,82,82
F,28,8,207,2
M,43,4,144,14
F,40,4,30,22
F,25,8,134,2
F,35,8,180,5
F,44,3,347,51
F,55,2,260,117
F,50,3,140,24
F,56,1,96,96
F,44,3,30,30
M,39,4,266,18
M,35,9,191,15
F,24,8,211,4
F,63,1,303,112
M,36,8,245,14
F,23,8,59,3
F,61,3,134,87
F,22,8,30,5
F,45,2,132,25
F,45,2,41,28
M,32,8,84,4
M,34,8,209,10
F,25,8,170,3
M,34,9,127,15
F,55,1,30,30
M,46,3,103,30
M,34,9,154,11
M,60,2,106,49
M,41,3,120,43
F,25,7,358,5
M,44,4,190,44
M,42,3,247,33
M,60,1,93,93
M,39,4,186,56
F,52,2,211,135
M,38,3,207,56
F,30,8,157,2
M,42,3,110,40
F,31,8,219,5
F,56,1,343,132
F,30,8,257,9
F,36,3,240,25
F,44,2,37,17
M,45,3,30,28
F,24,9,153,6
M,33,8,30,16
F,51,2,51,51
F,21,9,147,1
F,35,8,165,21
F,24,8,269,3
F,35,8,177,2
M,34,7,177,18
M,33,8,137,8
F,43,3,148,11
M,42,3,279,21
F,45,3,321,48
M,45,2,30,3
M,36,3,155,26
M,25,7,154,2
M,34,9,134,4
F,43,3,30,30
F,40,3,240,24
F,41,4,286,32
M,54,2,200,69
F,33,9,219,3
M,28,9,152,2
M,32,7,282,12
M,33,8,179,8
M,55,2,307,69
F,35,7,267,17
F,55,1,350,31
M,35,8,124,3
F,37,8,346,4
M,38,3,132,46
M,40,2,302,2
M,41,3,153,37
M,34,8,149,12
F,56,1,98,73
F,22,9,84,0
M,28,8,153,0
M,46,4,120,22
M,43,2,200,70
F,39,2,365,36
F,57,1,86,66
M,35,7,148,6
F,37,8,263,9
M,42,2,96,38
F,23,9,120,0
M,52,1,256,89
M,45,3,271,19
M,34,8,220,1
M,49,3,224,13
F,44,3,109,31
M,40,3,170,33
M,23,8,213,2
F,54,2,152,50
M,60,1,357,3
M,46,3,351,34
F,34,8,238,2
F,43,3,99,40
F,42,3,84,27
F,29,9,163,0
M,34,7,352,1
M,61,1,265,105
M,40,2,336,52
F,37,8,364,4
M,37,9,179,11
M,44,4,136,0
F,44,3,204,42
M,61,1,30,3
M,22,8,183,2
F,27,7,217,2
M,49,3,294,57
M,45,3,30,30
F,63,3,106,106
M,34,8,139,8
M,33,8,167,12
M,46,2,164,32
M,49,3,285,31
F,41,3,30,30
M,37,3,280,38
M,30,9,30,10
F,54,2,104,104
F,36,9,229,3
M,31,9,271,1
M,60,1,146,34
F,27,8,74,3
M,46,2,224,44
M,43,3,64,1
F,41,4,98,46
F,50,3,105,27
F,44,4,242,71
F,24,8,143,3
M,59,2,103,82
F,30,7,364,17
M,52,2,242,61
F,35,9,269,5
M,41,2,347,33
M,37,3,107,37
M,48,3,211,6
M,26,8,156,0
M,64,1,74,74
F,33,9,269,12
F,41,4,365,24
F,45,3,30,30
F,45,4,186,38
F,51,2,165,63
M,34,7,217,11
M,46,4,187,40
F,54,2,260,161
M,55,2,134,83
M,56,2,218,119
M,38,3,192,70
F,48,3,191,44
M,51,2,259,115
F,37,8,260,10
M,43,4,272,16
M,25,7,299,0
F,25,8,113,4
F,33,8,180,11
F,27,8,221,4
M,34,9,220,11
F,24,9,139,5
M,48,3,64,29
M,59,2,266,108
M,48,4,184,30
M,58,2,209,54
F,57,2,269,148
F,25,9,364,2
F,20,8,296,4
F,32,10,326,7
M,57,2,42,42
F,31,8,118,2
F,60,1,208,41
F,44,3,238,25
F,19,8,364,1
M,24,8,259,1
M,46,4,127,58
M,52,2,222,131
M,64,2,78,78
M,38,10,136,15
F,35,8,364,5
M,34,8,206,2
M,46,3,173,18
F,39,8,244,15
M,47,2,30,30
M,23,9,46,3
F,42,4,228,26
F,48,3,213,56
F,44,3,109,24
F,41,3,124,20
F,56,2,30,30
M,41,3,329,27
M,23,8,30,2
F,64,2,43,43
M,36,8,359,8
M,51,2,311,112
M,51,2,223,82
F,58,2,122,27
F,44,4,30,20
M,31,7,67,1
F,27,7,321,1
F,47,3,30,19
M,37,4,107,70
F,23,8,181,0
M,39,3,174,32
F,44,3,254,26
M,36,8,192,9
M,48,3,146,46
M,33,10,139,1
M,24,9,111,4
M,35,8,88,5
F,43,3,282,18
F,37,9,336,14
M,40,4,135,27
F,34,8,277,12
F,31,8,208,3
F,35,8,229,2
F,39,4,71,41
F,41,3,250,52
M,36,9,30,1
M,40,3,182,34
M,39,8,167,9
F,37,9,142,20
F,53,1,217,137
F,61,2,235,135
M,42,3,162,34
F,45,2,212,33
F,56,2,183,71
F,59,1,352,70
M,41,3,210,68
M,43,3,342,1
M,21,8,154,0
M,30,10,148,4
F,26,7,49,4
M,29,8,363,2
F,43,2,227,10
M,46,3,187,32
F,29,8,159,4
M,35,8,359,19
M,34,9,67,6
M,33,8,170,5
F,55,2,238,162
M,44,4,161,48
F,25,8,30,2
F,61,1,182,130
F,25,8,284,3
M,36,3,279,44
F,19,9,276,3
M,54,2,75,75
M,36,8,259,10
F,25,7,56,0
M,25,9,71,4
F,45,3,342,57
M,36,3,122,49
M,41,4,157,16
F,60,3,208,161
M,43,2,88,21
F,38,9,364,7
M,35,6,192,19
M,30,8,244,12
M,43,2,73,9
F,25,8,310,1
M,38,9,359,11
F,46,3,99,35
M,42,3,66,59
M,41,4,189,48
M,45,3,95,25
M,34,7,172,3
M,44,2,180,28
F,54,2,176,77
M,48,3,188,57
F,39,4,329,20
M,35,8,137,7
F,31,8,30,8
M,51,1,30,30
M,40,3,30,30
M,19,8,62,3
M,36,4,213,18
F,58,2,212,129
M,37,8,72,3
M,62,1,139,67
M,40,3,30,24
M,64,2,30,30
F,30,8,30,3
M,49,3,234,19
M,56,1,186,125
F,44,3,279,17
M,46,3,30,30
M,44,3,277,42
M,40,2,295,70
M,43,4,34,34
M,42,3,263,39
M,54,2,330,99
M,54,2,291,53
M,18,9,264,2
F,46,3,87,23
M,33,8,30,9
M,36,8,163,11
M,55,1,205,116
F,54,3,102,73
F,41,2,179,31
F,37,8,257,4
F,62,2,332,134
F,39,3,210,43
F,27,8,129,4
F,38,8,267,15
M,40,2,188,28
M,26,8,147,2
F,45,2,139,54
F,34,7,364,18
M,36,7,234,17
F,36,8,288,3
M,23,8,129,1
M,46,3,265,42
F,21,8,95,2
F,41,3,289,24
M,26,8,197,5
F,54,1,157,111
F,46,4,120,43
F,49,2,100,13
M,57,2,30,30
M,44,4,317,34
M,40,2,236,21
M,41,3,66,39
F,37,3,195,46
F,54,3,238,89
F,58,2,258,84
M,37,8,51,1
F,51,2,30,30
M,28,8,208,0
M,35,8,233,2
M,42,4,218,17
F,45,3,365,51
F,60,2,51,51
M,42,3,100,32
M,59,1,132,132
M,35,9,277,6
F,33,7,149,5
F,26,8,252,3
F,54,2,30,30
F,25,8,234,4
F,50,4,168,36
F,46,3,196,63
F,40,3,189,41
F,39,3,275,44
F,63,1,86,86
M,45,3,238,24
M,26,7,101,4
M,36,3,265,15
F,35,9,100,2
F,62,2,55,48
F,45,2,106,32
F,44,2,323,20
M,56,2,322,65
M,61,3,205,129
M,48,3,111,39
F,47,2,101,19
F,46,3,261,25
M,59,2,30,30
M,36,8,227,13
F,55,2,48,48
F,41,4,159,37
M,64,2,224,123
M,57,1,144,74
F,34,7,220,5
M,43,3,69,42
F,53,2,229,32
M,35,8,277,1
F,39,8,212,11
F,35,9,231,4
M,29,8,133,1
F,41,3,101,15
F,26,7,213,1
M,33,9,288,24
M,49,3,30,30
M,49,4,207,26
M,41,3,138,56
F,32,8,267,17
M,59,1,242,122
M,29,8,126,0
M,25,7,363,3
M,46,3,75,70
M,36,8,109,9
F,46,2,323,18
F,44,3,182,16
F,38,3,40,27
M,48,2,104,60
F,50,4,241,49
M,42,2,236,53
F,53,2,39,39
F,37,9,130,6
M,25,8,69,0
F,32,7,109,6
M,48,4,170,22
M,52,2,187,80
F,48,3,195,36
F,47,3,263,44
M,58,2,88,88
F,49,4,30,30
F,50,3,173,33
F,45,4,365,39
M,27,9,106,1
M,33,8,157,8
F,44,3,281,71
F,57,2,280,100
F,45,3,30,18
M,35,7,170,14
M,20,8,202,4
M,62,2,84,84
F,27,8,289,1
F,27,8,130,4
F,34,8,129,5
F,53,1,258,89
M,39,8,208,15
F,25,8,74,3
M,65,2,140,140
M,42,3,99,24
F,36,2,30,27
M,63,2,30,30
M,33,9,133,13
F,36,8,251,18
F,60,3,149,60
M,33,8,288,10
M,36,9,214,11
F,23,8,30,3
M,58,3,268,127
M,48,3,178,28
F,48,3,251,12
F,44,3,72,19
M,58,1,80,13
M,51,1,30,30
M,33,9,234,1
M,43,4,206,49
M,42,2,194,58
M,31,8,259,13
M,21,9,131,0
M,48,4,69,69
M,39,8,235,11
F,36,2,30,30
F,38,3,50,39
M,20,8,213,0
F,24,7,129,2
F,18,8,124,5
M,34,8,101,15
M,24,7,91,2
M,58,1,138,7
M,60,2,316,3
M,27,8,163,2
M,46,3,215,0
F,31,7,30,10
M,38,8,275,14
F,45,3,243,26
F,21,8,267,2
F,64,1,186,156
M,30,7,345,6
F,39,3,326,52
F,35,8,217,17
M,23,7,185,5
M,46,2,53,9
M,27,8,167,2
M,48,3,220,21
F,37,8,30,6
F,46,3,232,9
M,35,9,136,18
F,61,1,149,96
F,47,3,71,43
M,45,3,66,28
F,57,1,64,3
F,34,8,272,14
M,45,4,49,49
M,27,8,139,1
F,24,8,197,2
M,34,8,359,23
M,34,7,259,1
F,39,8,189,6
F,45,3,365,17
M,45,4,361,36
F,39,3,134,34
F,35,7,216,4
F,38,3,130,20
M,62,2,362,67
M,58,1,145,8
F,60,2,236,138
F,47,2,300,55
F,32,7,182,2
M,46,2,162,63
F,19,8,230,1
F,20,7,174,3
M,53,2,259,115
M,48,4,45,45
M,44,3,134,46
M,41,4,154,19
M,45,2,30,30
F,51,2,148,44
F,24,8,105,2
M,40,3,55,55
F,33,9,188,7
M,46,3,163,12
F,38,3,44,31
M,26,8,360,0
F,28,8,364,2
M,46,2,30,30
M,55,2,180,94
F,41,3,161,0
M,42,3,30,30
F,42,3,354,34
M,61,2,184,108
F,63,2,363,112
M,58,3,119,119
F,42,3,355,23
M,34,8,331,15
F,37,3,228,46
F,44,2,259,42
M,36,8,177,10
M,63,2,104,95
F,34,8,301,14
F,26,7,156,4
M,55,3,277,186
F,56,1,209,90
F,38,3,365,19
F,39,9,146,15
M,26,7,30,3
F,42,2,30,9
M,61,2,30,30
M,45,4,216,69
F,38,2,30,30
M,58,2,362,40
M,33,6,310,12
F,32,7,362,5
M,55,2,169,157
F,39,2,248,61
F,42,2,293,36
F,38,4,89,64
M,58,3,42,42
F,43,4,235,44
F,39,3,287,63
F,46,4,216,41
F,46,4,303,23
M,58,1,82,65
M,56,2,362,49
F,36,8,258,17
M,58,1,362,24
F,61,2,315,63
M,41,2,178,32
F,41,4,41,37
M,44,3,257,30
F,27,7,364,0
M,24,8,343,3
M,55,2,229,58
F,37,2,365,28
M,45,3,96,28
M,44,4,245,44
F,54,2,195,113
M,47,3,166,32
F,42,3,205,37
M,29,9,146,5
M,24,7,81,1
F,22,9,143,1
M,52,2,107,33
F,33,8,266,6
F,23,9,236,0
F,54,2,344,73
M,42,3,227,50
F,35,7,140,8
M,37,8,204,6
M,25,8,30,0
F,44,3,33,33
M,36,8,236,5
M,38,9,30,12
F,38,3,365,60
F,32,8,30,16
F,44,3,249,43
F,47,3,219,8
F,52,1,85,44
F,60,3,275,113
M,65,1,282,82
F,25,9,178,3
M,42,2,83,36
F,34,8,183,12
F,46,3,234,42
F,23,7,143,6
F,34,8,333,12
F,34,9,106,10
F,34,8,195,1
M,32,7,180,3
M,33,9,152,13
M,40,3,78,0
F,59,1,292,116
M,31,8,189,10
M,21,9,268,0
M,48,3,150,17
M,45,4,93,54
M,49,3,298,0
M,39,3,78,24
M,36,8,99,9
F,36,8,65,15
F,54,1,89,70
F,34,8,139,8
M,61,2,246,36
M,27,7,107,3
F,32,7,164,0
M,39,8,251,18
F,29,8,170,2
F,38,9,236,10
M,36,3,218,38
F,51,1,198,104
M,29,8,319,0
F,48,4,118,0
F,40,3,128,71
F,35,8,235,11
M,61,2,30,30
M,49,3,322,28
M,38,3,267,31
M,41,3,340,12
F,54,2,230,81
F,36,9,42,7
M,63,2,31,31
F,64,2,138,13
F,51,2,120,57
M,65,2,362,145
M,41,3,180,24
M,45,3,132,24
M,60,2,154,78
M,60,2,143,42
F,57,1,182,125
M,35,9,193,7
M,43,3,41,12
M,25,8,127,4
M,48,2,230,31
F,33,8,30,5
M,37,8,299,13
F,40,3,177,24
M,38,3,288,48
M,43,3,241,40
F,31,7,187,0
F,55,1,80,80
M,50,3,361,47
M,61,2,220,100
M,60,1,164,40
M,28,9,189,5
F,33,7,293,7
F,60,1,111,111
M,27,7,154,2
M,44,2,297,49
M,32,8,300,8
M,64,3,125,68
M,39,3,361,51
M,44,3,117,35
M,40,3,43,16
M,45,4,243,28
M,33,7,310,8
M,24,7,353,1
M,63,2,195,101
F,45,3,65,65
M,54,2,305,87
M,61,2,35,35
M,35,10,66,17
F,45,3,112,20
F,48,3,210,44
M,35,8,246,15
F,24,9,206,1
F,39,3,287,50
F,32,8,294,3
M,55,2,36,36
M,22,8,86,2
M,37,3,168,35
M,30,7,135,11
F,20,8,193,2
M,60,2,240,135
F,60,2,136,90
F,61,2,272,118
M,63,2,228,122
M,44,3,93,34
M,44,3,140,18
M,19,8,330,0
F,51,1,300,72
M,44,3,45,42
M,59,2,180,97
M,58,1,133,133
M,33,8,120,13
F,41,2,141,35
F,33,9,316,13
M,41,2,333,20
M,32,7,39,20
M,55,2,223,79
M,36,2,30,29
M,22,8,306,3
M,55,2,360,140
F,33,8,49,7
F,35,8,129,5
M,25,8,319,1
M,65,1,100,92
F,38,8,120,0
M,30,8,30,9
F,26,8,71,0
F,43,3,181,51
F,41,4,213,27
M,47,3,235,39
M,60,2,139,23
F,38,8,238,22
M,26,8,127,2
M,32,8,245,21
M,29,8,141,3
F,34,7,209,10
F,45,3,172,39
M,43,4,171,16
M,43,3,333,17
M,21,7,363,1
M,33,8,176,11
M,41,3,234,0
M,35,8,309,15
M,46,3,233,41
F,49,3,251,23
M,43,3,147,48
M,62,1,278,106
M,36,8,139,15
F,45,3,365,36
M,60,2,116,116
M,56,2,193,108
M,28,9,171,0
F,44,2,245,7
M,44,3,206,23
F,37,7,211,9
M,43,3,316,45
M,30,7,242,10
F,47,3,79,57
M,24,8,52,2
M,21,8,203,2
M,45,3,90,32
M,42,2,173,27
M,29,7,227,0
M,37,8,359,15
M,56,2,112,99
M,58,1,263,3
M,44,4,30,30
F,48,2,193,48
M,53,2,80,80
M,25,8,155,3
M,46,3,30,30
M,45,3,257,43
M,32,8,169,14
M,37,8,359,8
M,53,2,362,93
M,32,9,197,13
M,51,2,143,143
M,49,3,231,25
F,44,2,30,8
F,21,8,243,3
M,36,7,30,7
F,20,8,166,1
M,39,8,59,19
F,36,9,295,23
M,52,1,303,121
M,37,8,359,5
M,37,9,86,3
M,63,2,121,115
F,25,8,96,2
M,47,3,144,42
M,39,3,156,26
M,60,2,192,21
F,39,3,285,42
F,20,8,209,0
F,46,3,285,43
F,25,8,303,2
F,25,9,207,0
M,56,2,306,116
F,60,3,59,59
M,54,2,228,144
M,23,9,30,1
F,57,3,138,58
F,46,3,159,18
M,61,2,229,80
F,48,3,311,27
M,43,3,163,35
M,63,1,30,30
M,44,2,353,21
M,49,4,237,17
F,65,1,363,93
M,40,4,69,29
F,29,6,134,3
M,44,3,104,47
M,60,2,168,77
M,62,1,30,30
F,38,8,364,13
F,37,4,154,40
F,39,9,108,16
M,45,3,142,46
M,58,1,238,33
M,55,1,195,152
M,62,2,277,114
M,36,3,126,48
M,31,6,30,15
F,51,1,273,39
M,32,8,40,8
F,43,3,365,19
F,54,1,235,61
M,45,3,30,11
F,23,7,98,2
F,65,1,180,71
F,27,8,167,2
M,29,7,63,4
F,43,3,165,9
M,55,3,229,163
F,38,8,142,10
F,64,2,221,83
M,44,4,67,25
M,43,3,316,34
M,61,1,51,3
F,41,2,195,19
M,60,2,183,80
M,30,9,59,21
M,61,2,219,138
F,47,3,197,10
F,45,2,112,52
M,37,8,316,7
F,22,8,226,2
M,35,8,185,17
M,45,3,250,21
M,48,2,77,52
M,42,2,196,1
F,39,2,125,31
F,45,2,148,23
F,50,3,30,18
F,36,7,257,15
F,18,8,239,2
F,47,3,87,45
F,56,1,121,65
F,65,1,120,43
M,32,7,359,8
M,36,7,155,13
F,60,2,97,97
M,65,2,288,140
F,26,9,103,0
M,34,9,291,1
F,33,7,231,12
M,41,3,30,30
F,39,3,244,20
F,40,4,108,33
F,20,7,176,3
M,28,8,351,0
F,24,8,30,0
M,40,3,330,53
M,24,8,209,3
M,35,9,279,1
M,48,3,116,32
M,53,2,362,143
F,44,4,252,15
M,50,3,240,36
F,29,8,311,3
F,40,2,269,27
M,25,8,123,0
F,40,3,365,71
M,55,2,136,136
M,46,4,30,30
M,31,7,359,17
M,61,1,362,93
F,43,3,365,14
F,50,4,302,54
M,56,1,195,98
M,44,3,249,49
F,24,8,228,1
M,56,2,323,62
F,38,8,193,3
F,20,9,248,2
M,56,1,158,66
F,25,8,364,1
M,36,7,164,13
M,43,3,162,2
M,49,3,317,24
M,40,3,118,9
M,42,3,107,53
M,39,3,30,16
F,24,8,182,2
F,58,1,200,104
M,50,4,191,36
M,50,4,335,41
F,33,8,198,8
M,24,8,263,5
M,40,3,279,60
M,60,2,362,132
F,30,8,273,5
F,32,8,241,5
M,44,3,204,15
M,49,4,174,27
F,26,8,300,2
F,36,9,324,19
M,48,4,214,41
F,54,1,114,103
M,54,2,291,114
F,54,1,91,73
M,31,6,48,15
F,20,7,221,4
F,31,8,364,6
F,65,2,314,109
F,61,1,30,30
M,40,3,203,41
F,25,8,171,2
F,21,7,30,2
F,35,8,210,9
F,27,7,160,2
M,56,2,239,124
M,51,1,191,63
F,42,3,30,30
F,41,3,70,0
F,32,10,180,9
M,48,3,205,1
M,25,7,302,2
F,44,4,222,23
F,44,4,286,15
F,22,8,171,1
M,43,3,206,11
F,36,8,187,11
M,50,2,141,46
F,37,7,364,10
M,58,1,304,68
M,41,4,156,14
M,26,8,172,2
F,45,3,178,25
M,28,9,130,2
M,32,8,274,8
F,61,1,160,59
F,43,3,107,16
F,65,2,133,64
M,33,7,223,9
M,33,7,138,17
M,54,2,51,26
M,50,3,191,15
M,58,1,116,96
F,45,3,70,35
F,31,8,147,7
M,49,2,82,44
M,35,6,38,16
M,60,2,332,105
F,43,3,33,33
F,32,8,238,17
M,41,3,76,13
F,25,8,208,1
F,37,8,325,7
M,38,2,117,37
F,37,8,285,7
M,40,4,52,27
F,39,3,30,30
M,60,2,30,30
F,59,3,139,67
M,64,2,30,30
M,40,4,173,54
M,33,8,187,5
M,33,8,141,10
F,35,9,277,6
F,41,3,228,26
M,31,7,208,8
M,42,4,115,47
M,32,6,30,9
F,31,9,30,1
M,45,3,134,30
F,33,8,364,13
F,54,2,219,48
F,53,2,121,50
M,27,8,175,1
M,40,4,245,0
F,52,3,124,11
M,48,3,225,30
F,36,3,30,29
M,32,8,359,6
F,51,1,195,95
M,60,3,30,30
F,50,3,219,38
F,63,1,222,73
F,61,1,30,30
M,41,3,126,35
M,56,3,222,113
M,59,1,97,95
F,30,9,217,5
M,46,3,30,30
F,33,8,170,4
M,36,3,267,43
M,34,7,167,4
F,45,4,223,29
F,39,3,300,30
M,23,7,152,2
M,31,7,223,1
M,32,8,359,11
M,39,3,254,37
M,34,8,44,3
M,51,1,341,48
M,54,3,199,159
M,39,4,308,51
M,30,8,263,8
F,35,8,94,9
F,45,3,247,30
M,61,2,164,42
F,58,1,94,94
F,44,4,323,29
F,46,3,365,29
M,32,8,30,18
F,26,7,176,3
M,45,3,281,37
F,36,8,233,4
M,39,7,72,12
F,40,3,232,16
M,54,2,191,9
F,45,3,53,34
M,37,7,175,20
F,18,8,169,1
F,44,3,217,24
F,40,3,182,38
F,27,8,221,2
M,40,3,40,40
F,35,8,229,5
F,56,3,252,74
M,26,9,277,1
F,36,8,79,0
F,34,8,188,3
F,34,8,295,12
F,56,2,293,109
F,49,3,30,29
M,48,3,212,21
F,39,2,231,54
F,47,2,240,36
F,48,4,133,68
M,35,8,343,8
F,40,3,305,39
F,29,9,318,3
M,45,2,30,15
M,65,2,248,16
F,28,6,197,2
M,65,3,250,40
F,42,2,95,50
M,58,2,30,30
M,62,1,143,75
F,33,7,281,10
F,41,3,201,43
F,38,3,273,42
F,45,3,135,17
F,46,2,285,25
F,39,2,162,38
F,34,9,66,7
F,52,2,95,57
F,19,7,182,3
F,48,2,193,31
M,22,8,163,2
M,29,7,102,1
F,55,2,132,81
M,56,1,264,121
M,43,3,186,32
M,22,8,221,4
M,32,9,184,2
F,32,8,69,2
F,36,3,91,56
M,24,8,134,2
M,58,2,108,80
M,34,8,55,1
M,49,3,161,16
M,35,8,332,6
M,38,8,127,8
M,34,8,285,14
M,34,9,267,16
M,54,1,228,78
F,36,8,295,8
F,27,8,228,0
M,65,1,111,87
F,36,8,160,9
F,55,2,174,72
F,57,2,124,92
M,42,3,152,50
F,46,3,273,17
M,42,4,30,30
F,56,2,165,55
F,34,8,364,13
F,41,3,352,44
M,18,8,192,2
M,37,8,227,11
M,43,2,46,21
M,44,3,132,20
M,54,2,81,81
M,29,7,92,2
F,31,8,210,4
F,57,2,106,106
F,62,3,199,77
M,41,3,133,41
M,26,9,81,2
F,45,3,300,6
M,60,2,246,76
M,42,3,30,11
M,44,4,30,19
M,40,3,122,46
F,33,8,68,10
F,26,8,353,4
F,35,8,259,6
M,45,3,215,56
F,36,3,336,65
M,31,8,192,6
F,42,3,206,7
M,48,3,356,1
M,47,3,206,8
M,38,7,334,4
F,26,9,58,1
F,32,8,286,4
M,51,1,210,8
F,45,3,115,12
F,48,2,288,27
M,22,8,167,2
F,43,4,77,3
M,54,3,142,102
M,47,2,240,58
F,42,2,365,34
M,34,7,228,12
F,53,1,114,114
M,31,7,188,18
M,36,3,92,39
M,42,3,316,31
M,35,10,129,10
M,33,8,159,12
F,34,8,197,7
M,40,4,270,61
M,23,7,164,2
M,34,8,325,14
F,42,3,365,24
F,55,2,30,30
M,63,1,217,75
M,54,1,102,102
F,37,7,114,4
M,47,2,90,32
F,59,3,276,152
M,51,2,279,3
M,39,3,206,53
M,43,3,361,32
M,42,3,242,42
M,58,3,30,30
M,25,9,244,0
M,46,3,166,40
M,48,3,178,39
M,30,8,291,8
F,21,8,273,5
M,23,9,363,2
F,33,9,171,19
F,32,7,173,14
F,43,3,208,61
M,21,7,79,1
M,20,9,67,2
M,44,4,151,45
F,43,4,167,58
M,52,2,280,87
M,60,2,196,125
M,64,2,190,92
F,31,9,143,3
M,42,3,351,35
F,36,2,292,35
M,41,3,215,32
F,58,2,30,30
M,25,7,182,7
M,22,9,284,0
F,47,3,114,65
M,34,10,236,1
F,27,8,324,3
F,34,8,241,18
F,46,3,192,29
M,46,2,30,24
M,33,8,58,21
F,25,8,285,2
F,50,3,233,61
M,33,8,170,6
M,25,8,157,3
M,58,2,145,76
M,30,10,55,14
F,31,8,162,4
M,37,8,359,13
M,58,3,235,60
M,33,8,100,24
F,55,1,30,30
M,60,2,115,47
M,58,1,227,58
M,44,3,188,32
M,33,7,147,10
M,38,3,171,35
F,39,9,278,9
F,46,2,87,25
M,30,7,192,7
F,22,8,185,2
F,41,4,365,28
F,53,2,334,71
F,36,7,172,14
M,43,3,71,31
F,19,8,231,0
F,27,8,257,5
M,23,8,204,2
M,57,2,309,93
M,29,8,182,2
M,53,2,243,62
F,65,1,106,3
M,45,3,150,37
M,35,9,253,10
F,38,2,365,29
F,35,8,162,15
F,48,3,202,23
M,59,2,121,121
M,40,3,189,45
F,41,4,96,28
M,23,9,30,2
M,20,8,179,6
F,43,2,262,6
M,22,8,363,5
M,58,1,118,118
M,38,4,205,47
F,41,2,45,25
F,33,8,208,13
M,42,3,118,56
M,35,8,30,17
M,58,3,81,65
F,48,3,47,47
F,40,3,245,58
M,45,3,30,30
F,42,4,222,31
M,50,3,361,0
F,43,2,79,27
M,37,2,177,33
F,60,3,312,63
M,29,8,243,3
M,35,8,310,1
F,26,7,51,2
M,33,8,252,1
M,26,9,30,3
M,41,3,30,21
M,36,8,253,13
F,36,9,30,13
F,23,8,49,3
M,58,2,228,121
M,47,3,30,30
F,63,2,98,98
M,33,7,63,12
F,46,2,33,33
M,44,2,230,38
M,56,2,131,95
F,60,3,303,46
M,35,8,153,3
M,39,4,48,27
F,37,7,274,2
F,36,3,365,45
F,39,9,160,3
F,38,8,169,11
M,30,8,30,24
M,49,3,207,35
M,29,7,283,3
M,43,3,163,30
F,35,7,364,5
F,45,3,173,37
F,27,8,92,4
M,26,8,112,3
M,33,7,143,11
M,47,2,78,20
F,24,8,337,2
F,32,7,106,10
F,19,8,206,0
M,36,7,59,15
M,55,3,116,49
F,60,1,108,108
M,21,9,248,0
F,21,7,88,1
M,32,8,316,21
M,46,3,170,15
M,45,3,311,52
F,36,3,116,55
M,54,2,190,127
F,47,3,80,46
M,59,2,188,52
F,42,3,30,17
M,33,9,86,11
M,62,2,180,119
M,50,3,272,0
F,26,9,317,4
M,43,2,202,48
M,46,2,350,36
F,58,2,128,74
M,49,3,138,33
F,46,3,30,30
M,41,2,153,40
F,34,9,242,14
F,32,8,128,15
M,23,8,363,4
F,28,9,172,2
F,26,8,232,3
M,26,8,257,5
M,48,3,348,54
F,29,8,53,5
M,43,3,158,39
F,35,8,234,10
M,38,4,156,20
M,37,9,264,1
M,39,2,152,25
F,51,2,44,44
M,37,9,145,4
F,28,8,267,0
F,43,3,41,33
M,34,7,334,13
M,45,4,303,40
M,53,1,87,21
F,36,7,30,15
F,55,2,258,73
F,25,7,227,2
M,59,2,274,94
F,33,8,248,11
F,62,1,178,105
F,64,1,193,153
M,34,7,56,10
M,21,8,342,2
F,29,9,81,3
F,39,2,185,37
M,32,9,51,20
F,46,3,46,19
F,22,8,127,2
M,37,9,332,13
M,43,3,168,36
M,31,8,101,3
M,59,2,362,96
M,60,1,30,30
F,38,4,189,58
F,18,8,109,2
M,26,7,172,0
M,45,3,169,25
M,64,3,161,68
M,42,2,239,39
M,29,8,290,2
M,37,7,30,19
F,36,8,146,2
M,40,2,119,25
F,59,3,136,74
F,37,9,215,12
F,51,2,93,88
M,38,3,119,24
F,35,7,260,8
M,35,8,109,16
M,40,3,109,28
M,61,1,141,123
M,44,3,227,20
F,44,4,100,45
F,37,4,252,36
M,37,4,172,54
M,59,2,290,57
M,35,8,137,14
F,58,2,215,52
M,35,7,257,4
F,65,1,284,114
M,44,2,209,36
F,48,3,211,40
F,26,8,147,0
M,36,8,359,13
M,43,2,140,31
F,48,2,324,37
M,35,8,30,11
M,34,9,311,7
F,41,2,30,30
M,26,9,111,1
F,23,9,300,3
M,38,2,240,18
M,38,7,243,15
M,39,4,65,39
F,42,3,121,10
F,44,3,114,44
M,58,2,244,29
M,47,3,158,65
F,32,8,188,14
M,33,8,221,17
F,56,2,30,30
F,32,8,49,8
M,56,3,362,145
F,36,7,47,15
F,30,8,192,6
M,60,2,174,41
F,36,8,230,0
M,41,3,221,34
F,33,9,226,10
F,59,2,122,75
F,24,9,233,5
F,62,2,163,115
M,37,8,139,25
M,20,8,252,4
F,22,7,192,1
M,40,2,33,33
M,30,8,359,23
F,39,3,87,5
F,56,2,138,91
F,56,2,65,50
M,47,3,187,16
M,63,2,159,99
M,44,3,95,23
F,28,7,200,0
M,38,8,359,7
M,36,2,224,33
M,32,8,90,6
M,47,4,123,35
M,36,9,184,8
M,26,7,236,2
M,56,1,159,123
M,38,4,30,30
M,53,1,362,25
